#{"t_start": 1689342172.6475909, "env_id": "LunarLanderContinuous-v2"}
r,l,t
293.588105,153,2872.945929
307.968375,224,2873.588923
299.157803,204,2874.461995
273.592809,176,2875.102202
294.220691,167,2875.653417
312.439146,167,2876.187757
285.795127,184,2876.783638
261.400919,167,2877.357446
276.155466,239,2877.898925
297.38966,153,2878.693701
274.724719,155,2879.271458
282.741431,201,2879.784843
302.16255,170,2880.461645
299.347106,214,2881.002295
312.719478,248,2881.747695
299.039447,204,2882.56392
273.654506,165,2883.28293
319.873919,184,2883.918237
277.662643,187,2884.562591
279.923558,185,2885.15348
300.247518,161,2885.78699
288.503309,189,2886.449969
299.308636,208,2887.03071
280.478153,155,2887.671318
304.376173,201,2888.177875
259.972426,156,2888.798003
248.497161,193,2889.30084
307.568728,184,2889.899991
260.847344,191,2890.496915
294.903309,190,2891.195932
257.661689,491,2892.027347
300.783856,207,2893.639564
267.208781,216,2894.377632
287.227489,312,2895.272284
293.518001,174,2896.515802
275.625473,165,2897.0477
279.759816,174,2897.55294
290.451528,194,2898.082778
286.975891,196,2898.708105
262.456352,188,2899.338825
291.284997,254,2900.010494
260.181143,163,2900.84897
272.969435,190,2901.357255
265.052672,177,2901.946186
265.510592,164,2902.485464
278.371272,146,2902.99477
258.5006,162,2903.451991
241.584329,178,2903.944305
254.904764,157,2904.481835
285.225967,149,2904.965089
292.261579,239,2905.439323
285.421254,172,2906.163284
275.55361,293,2906.710739
304.152029,156,2907.598392
293.768552,165,2908.084572
304.344897,211,2908.600122
276.933327,169,2909.287641
290.583152,209,2909.814829
282.817623,145,2910.439429
297.903784,189,2910.899579
293.108166,194,2911.488058
276.608754,159,2912.071318
274.926595,155,2912.566143
255.695798,168,2913.042862
267.156589,178,2913.552471
275.115926,197,2914.094114
281.997375,204,2914.710284
277.069563,188,2915.325282
284.931214,200,2915.910057
289.416227,208,2916.52487
290.392301,214,2917.171021
297.193823,199,2917.844128
301.186581,176,2918.452019
144.188618,1000,2919.143245
280.70771,163,2922.354148
279.277629,160,2922.851074
301.5622,246,2923.351814
285.017135,193,2924.097786
267.870605,155,2924.6865
301.40537,167,2925.168041
260.521197,161,2925.679854
242.816519,168,2926.175841
286.332242,205,2926.693608
265.719546,181,2927.320965
260.69957,215,2927.870843
297.492151,195,2928.538308
309.874744,227,2929.133155
290.966983,191,2929.842307
278.27702,150,2930.495747
187.770461,1000,2931.1736
286.374675,189,2934.517743
291.861471,167,2935.089142
270.718906,279,2935.627939
284.765174,168,2936.519999
260.168563,170,2937.057015
264.001731,700,2937.700967
289.399616,196,2939.852046
280.034364,183,2940.442614
280.88081,169,2941.001376
286.88248,197,2941.536335
270.018925,158,2942.132685
311.202866,169,2942.615432
157.862813,1000,2943.280286
284.643285,146,2946.216238
279.688961,179,2946.664777
263.332859,162,2947.201461
276.106069,202,2947.700885
273.710577,178,2948.321273
279.534702,190,2948.865374
257.418073,172,2949.460048
277.184423,148,2949.985489
282.157534,179,2950.451106
290.430548,153,2950.995855
281.939627,205,2951.469857
302.505804,201,2952.102841
271.365194,430,2952.751301
278.42383,163,2954.025009
275.532786,177,2954.529736
312.772439,223,2955.087678
295.125166,186,2955.771611
278.084186,183,2956.334465
259.217945,159,2956.906106
289.04244,177,2957.394258
306.236904,194,2957.940944
293.816765,198,2958.546289
273.782546,172,2959.145896
281.634839,147,2959.6799
273.392609,172,2960.133916
276.78353,828,2960.763643
278.434964,189,2963.191497
271.799225,321,2963.78514
269.745402,146,2964.741853
271.743769,252,2965.209405
280.903096,150,2965.967755
310.291276,186,2966.42718
290.189923,205,2966.992274
284.50648,153,2967.628007
272.394706,175,2968.098949
272.134229,170,2968.650411
306.342303,180,2969.231418
304.322099,207,2969.809387
299.312271,168,2970.480882
255.257646,147,2971.016524
261.280285,167,2971.465663
287.533542,151,2971.98036
275.243755,174,2972.453166
257.903988,184,2972.982259
281.488979,181,2973.543495
300.795328,163,2974.099338
265.150208,174,2974.597108
263.979615,150,2975.134156
303.790753,151,2975.609254
293.797383,213,2976.078039
270.760092,172,2976.718956
267.144859,295,2977.270393
287.611597,187,2978.156634
292.448278,203,2978.739947
288.441419,200,2979.359218
278.186233,177,2979.981452
304.685645,193,2980.52826
277.814514,141,2981.131798
290.053698,178,2981.572564
274.490495,207,2982.121759
266.021526,173,2982.757783
269.837066,185,2983.301341
292.058036,710,2983.961062
286.36704,209,2986.085837
262.523117,169,2986.731607
296.054029,203,2987.254539
176.523357,1000,2988.025604
275.867824,212,2990.965988
285.930296,186,2991.60436
288.933319,165,2992.166612
299.894004,156,2992.692095
285.342983,249,2993.225473
275.871381,144,2994.023874
273.057798,166,2994.476436
266.584738,353,2995.01574
285.486431,211,2996.078509
257.721806,178,2996.733407
271.182719,168,2997.27521
286.400815,235,2997.796797
255.636426,177,2998.506217
269.321624,196,2999.055376
298.78966,174,2999.706266
281.413568,160,3000.234508
278.938371,175,3000.718469
311.151146,226,3001.25845
291.373723,158,3001.939526
287.887907,191,3002.432442
284.401747,147,3003.01839
272.309459,181,3003.477818
282.774167,183,3004.031423
299.976236,209,3004.594021
272.64872,164,3005.224172
294.493356,177,3005.724867
285.005323,196,3006.26874
287.420163,188,3006.862029
282.129153,185,3007.430375
297.562157,215,3007.998459
296.994788,160,3008.640124
302.930743,220,3009.138145
295.010834,172,3009.800874
287.712527,195,3010.32749
280.692549,183,3010.91836
283.468447,171,3011.468458
288.245761,154,3011.986983
320.16291,179,3012.461715
264.461861,159,3012.997378
282.067463,239,3013.491846
301.380534,225,3014.215347
291.885031,189,3014.889471
273.852902,497,3015.523297
264.526361,176,3016.976978
280.267753,163,3017.515621
274.599215,164,3018.007619
278.533214,198,3018.50826
287.889244,184,3019.100054
293.994559,213,3019.661066
267.798756,178,3020.304123
302.938887,157,3020.836171
261.565939,147,3021.320304
293.478822,195,3021.783174
265.616471,172,3022.37795
289.257737,266,3022.924348
295.005937,185,3023.73931
270.702007,168,3024.305709
322.856676,181,3024.836942
285.071272,229,3025.412584
269.184068,174,3026.121733
284.675666,188,3026.66314
291.654728,192,3027.241194
261.275642,162,3027.83277
291.754663,143,3028.339454
283.560896,227,3028.799698
304.866091,258,3029.543346
269.775182,174,3030.327566
266.805077,159,3030.866187
286.224688,196,3031.36377
263.46094,226,3031.973558
289.384167,155,3032.66174
255.840223,166,3033.134116
242.501921,169,3033.653386
157.049463,1000,3034.312474
296.97939,157,3037.282668
281.625247,173,3037.769
268.493717,237,3038.325055
261.109836,160,3039.053575
150.614391,1000,3039.687664
156.678829,1000,3042.805106
260.167968,179,3045.72021
268.675435,216,3046.282614
293.82783,162,3046.934763
291.298328,224,3047.445956
265.99823,156,3048.129622
297.330581,454,3048.66389
251.409876,158,3050.030022
246.235217,154,3050.51548
267.98973,198,3051.000698
265.288643,252,3051.610508
285.668363,188,3052.37148
256.795367,173,3052.938326
258.564872,169,3053.46526
262.729657,174,3053.993616
300.378407,225,3054.535834
267.279075,167,3055.231133
276.198266,174,3055.752519
283.442321,153,3056.278043
288.060017,164,3056.760058
285.68613,881,3057.383084
83.998471,1000,3060.17315
284.261365,199,3063.106348
279.709709,200,3063.712837
279.268305,590,3064.381748
307.867193,177,3066.21034
276.927514,173,3066.776148
264.710856,187,3067.332994
281.778402,176,3067.909815
267.396668,184,3068.455638
278.136712,179,3069.010178
292.495874,214,3069.561856
275.553608,182,3070.200349
268.167106,169,3070.761049
305.401916,180,3071.284552
283.646743,181,3071.831006
273.728299,215,3072.395188
292.851782,148,3073.047964
259.569881,177,3073.506469
292.273517,151,3074.05819
291.677047,186,3074.574342
292.768239,163,3075.169818
293.11747,200,3075.691596
270.309481,167,3076.38265
284.459796,172,3076.920125
266.938817,170,3077.455025
269.469262,176,3077.972749
267.579663,171,3078.504001
285.707298,153,3079.024337
290.899228,161,3079.490232
290.485815,172,3079.980378
300.568622,171,3080.508275
87.25676,1000,3081.16366
264.866693,180,3084.127974
284.44076,156,3084.67588
274.753551,159,3085.15669
270.028913,164,3085.641583
288.595267,178,3086.163636
290.075943,173,3086.74145
246.086307,162,3087.274201
264.441746,149,3087.773841
246.701041,167,3088.236126
267.005342,162,3088.743278
265.069648,162,3089.288144
304.03435,166,3089.792915
267.057799,170,3090.321423
253.452779,162,3090.836934
298.281216,161,3091.341359
291.690576,197,3091.840309
299.959377,199,3092.442602
272.286801,173,3093.045162
294.950355,151,3093.576625
282.322889,187,3094.045731
291.548088,179,3094.626942
305.823958,197,3095.174951
275.616826,171,3095.776267
305.24574,202,3096.307586
252.984439,157,3096.908149
266.94778,158,3097.392319
276.878371,168,3097.889212
272.720151,186,3098.403341
284.959029,148,3098.977
254.139801,249,3099.446863
284.595507,166,3100.196869
273.910241,167,3100.712255
288.860024,148,3101.214143
286.624811,200,3101.677394
275.060927,200,3102.294006
258.200735,162,3102.90808
287.843421,152,3103.400083
292.158999,201,3103.876516
264.009038,135,3104.477126
270.488561,176,3104.897886
282.297775,140,3105.444113
308.521761,228,3105.880762
256.406629,162,3106.56204
247.844173,164,3107.053807
286.289112,623,3107.627021
256.005636,171,3109.476231
297.201309,183,3110.01565
257.804184,149,3110.563812
236.529268,152,3111.025174
255.354073,167,3111.496818
269.753728,148,3112.003058
282.214059,325,3112.493163
263.195945,172,3113.488591
283.500128,198,3114.045255
282.321207,180,3114.728754
262.74406,197,3115.284768
308.749432,177,3115.876018
268.828595,224,3116.424673
293.543428,206,3117.09478
304.18048,164,3117.720101
282.012142,183,3118.233809
281.075527,144,3118.790936
303.463253,191,3119.274026
303.080886,185,3119.853081
251.596662,159,3120.419716
280.966955,175,3120.947063
298.497349,215,3121.51899
295.312971,207,3122.188905
283.150789,146,3122.836394
293.415115,206,3123.309824
261.28052,191,3124.063999
287.017243,202,3124.743934
270.568057,191,3125.365518
297.709065,174,3125.963685
257.47757,152,3126.491573
281.984922,196,3126.973498
288.839992,315,3127.599693
277.371081,178,3128.622295
292.143641,159,3129.224051
273.282098,165,3129.861258
312.489025,163,3130.383888
274.944411,181,3130.884184
258.29073,170,3131.429096
262.551513,186,3131.965621
279.474139,181,3132.535045
267.318185,177,3133.076145
261.095188,174,3133.648108
268.045666,153,3134.175861
286.360078,165,3134.642428
313.594468,211,3135.158865
287.341744,167,3135.787858
265.520692,160,3136.295286
294.990169,200,3136.79624
282.45501,145,3137.388597
257.712756,181,3137.832837
264.126528,723,3138.473333
91.576967,1000,3140.835178
272.722749,155,3145.708367
263.878712,147,3146.436048
301.532936,163,3147.128025
265.597834,233,3147.707
271.327113,176,3148.722878
278.535795,195,3149.778353
254.776778,211,3150.789504
316.66097,175,3151.821207
274.397561,183,3152.449844
258.969352,165,3153.095684
291.308696,197,3153.673829
304.827583,260,3154.425211
303.133847,213,3155.33159
240.47861,167,3156.091106
300.688902,207,3156.668306
145.94594,1000,3157.566598
241.686539,172,3160.582439
266.467653,495,3161.164356
283.55109,147,3162.646101
301.662841,214,3163.114778
248.219501,156,3163.816871
288.279642,165,3164.310816
297.300823,179,3164.816807
307.368618,221,3165.369158
268.558494,184,3166.040414
277.670242,181,3166.601098
289.501139,183,3167.146667
288.99654,193,3167.743178
287.613071,193,3168.332871
260.962009,179,3168.911507
273.545031,149,3169.455633
303.084816,163,3169.924441
254.161701,162,3170.416987
301.483478,168,3170.916596
294.948684,331,3171.459232
271.22981,161,3172.434164
272.47305,190,3172.929898
253.56877,158,3173.500537
262.63364,193,3173.98863
287.223884,222,3174.581575
258.941226,454,3175.31925
247.288667,154,3176.897172
307.78339,190,3177.375214
269.087383,170,3177.94893
264.890062,175,3178.468892
294.944113,147,3179.08875
266.240219,178,3179.881739
265.981106,176,3180.872169
295.326964,179,3181.532725
291.064116,186,3182.14307
269.629037,170,3182.759016
290.872869,195,3183.315522
315.942021,222,3183.937648
273.890817,172,3184.65298
292.031672,170,3185.218142
300.726975,171,3185.76685
289.758617,195,3186.37314
283.45503,141,3187.021068
304.560025,174,3187.658196
294.274746,160,3188.212261
299.774052,180,3188.71937
301.301847,164,3189.365322
275.362522,158,3190.147769
265.359096,187,3190.656335
287.333636,163,3191.264145
269.585232,182,3191.783254
268.099909,183,3192.358234
269.248351,148,3192.932833
264.737877,165,3193.412038
302.125091,205,3193.930185
273.646804,195,3194.566877
312.075872,188,3195.162788
291.280498,207,3195.79297
252.974852,185,3196.451975
295.435861,192,3197.046181
273.28001,193,3197.641426
254.849652,173,3198.263314
295.2189,210,3198.83426
274.81177,174,3199.656349
281.328008,200,3200.189892
280.178823,141,3200.788753
297.871503,162,3201.250114
296.075705,239,3201.764656
279.201333,151,3202.484147
273.300063,255,3203.007232
289.489825,691,3203.93304
256.383235,149,3205.968079
278.274387,185,3206.427676
300.774546,155,3206.978519
243.198148,267,3207.469682
236.2805,753,3208.359635
275.786314,175,3210.644158
257.321068,174,3211.179097
305.927985,170,3211.706413
258.339212,169,3212.228601
288.102033,200,3212.763467
305.897972,266,3213.380389
294.091814,210,3214.179511
301.53788,218,3214.832262
276.89215,193,3215.502566
276.683967,848,3216.195549
259.792937,169,3218.659555
238.489539,170,3219.168604
287.027243,185,3219.699877
259.003712,167,3220.261316
315.855864,183,3220.774046
278.298243,217,3221.336709
273.762063,217,3221.995424
294.439601,176,3222.647924
289.61736,200,3223.189332
298.545307,186,3223.789479
253.586407,190,3224.357594
290.719094,193,3224.934713
281.22929,203,3225.521545
265.646694,162,3226.132445
254.363728,163,3226.621689
255.334273,166,3227.120061
289.543889,160,3227.628221
280.571071,169,3228.111323
282.579182,621,3228.695975
299.403099,244,3230.521529
253.303607,177,3231.253802
308.611998,212,3231.841828
275.115103,152,3232.547019
265.370732,232,3233.033114
259.716405,174,3233.742376
292.394021,286,3234.31916
285.4966,194,3235.174792
302.267982,199,3235.774339
275.328685,190,3236.376975
291.876683,213,3236.965445
148.513997,1000,3237.74419
251.460599,214,3240.739245
275.814597,168,3241.398649
296.357418,195,3241.926889
306.662796,226,3242.527013
294.364755,200,3243.223401
255.157961,147,3243.832531
276.117442,174,3244.288459
294.812208,169,3244.826177
281.158861,193,3245.344422
297.435876,210,3245.942808
250.626329,172,3246.587115
284.287021,193,3247.12333
283.604749,229,3247.747993
286.79528,206,3248.46852
278.404357,209,3249.113971
270.14706,157,3249.78935
273.534138,187,3250.286797
275.022781,183,3250.870354
246.10753,157,3251.429601
282.454769,203,3251.944537
262.700761,178,3252.613295
292.92656,171,3253.160238
254.512951,185,3253.69223
301.149592,249,3254.272582
286.71206,174,3255.022136
266.917629,148,3255.558365
259.512032,189,3256.018791
263.026169,155,3256.593758
279.695648,164,3257.076037
244.215026,167,3257.577882
293.141381,823,3258.19965
161.495791,1000,3260.76759
319.526713,167,3263.700021
293.860352,163,3264.206015
171.250837,1000,3264.845566
302.486546,187,3267.785144
293.774157,199,3268.355894
257.007733,154,3268.974137
311.123395,210,3269.503419
289.703384,168,3270.140562
277.325104,214,3270.670205
247.757983,171,3271.322889
155.253001,1000,3271.985461
251.57959,171,3274.9222
259.646731,173,3275.447763
272.426583,154,3275.996341
274.73041,166,3276.500376
256.024287,167,3277.014758
275.724815,155,3277.532827
280.253745,153,3278.006356
286.305693,190,3278.482044
304.749954,225,3279.079144
297.296391,185,3279.760762
303.037504,180,3280.336657
284.316637,175,3280.887952
260.42575,198,3281.430547
275.636413,181,3282.041156
239.888514,182,3282.598949
296.764258,217,3283.166787
291.548329,218,3283.831047
256.216913,161,3284.489708
268.885634,170,3284.990518
262.513617,168,3285.51124
260.568802,168,3286.031513
296.893256,179,3286.553319
283.533835,156,3287.116979
261.323142,169,3287.598066
260.439825,535,3288.181788
262.43716,186,3289.767076
280.049,189,3290.333271
270.028474,188,3290.912781
292.184302,252,3291.506716
273.414594,194,3292.268346
273.408791,175,3292.86518
257.46856,172,3293.39856
289.729981,153,3293.922875
308.620168,207,3294.404206
266.935165,163,3295.030422
305.980415,159,3295.537215
256.889382,179,3296.031969
275.801961,191,3296.585476
270.249789,152,3297.167469
258.474312,183,3297.636216
264.47443,178,3298.199577
299.955298,704,3298.836987
287.985717,154,3300.961992
283.46679,205,3301.443815
265.08055,201,3302.077607
283.557221,148,3302.686855
281.541116,154,3303.145521
253.51553,160,3303.625579
293.600852,656,3304.194414
273.287689,185,3306.133577
286.439679,175,3306.706904
286.232931,216,3307.249393
282.842748,236,3307.920619
276.661365,192,3308.638844
300.991265,180,3309.224632
288.59982,200,3309.786162
296.225087,191,3310.3941
319.155773,217,3310.990221
274.716057,212,3311.659857
295.072272,206,3312.309174
230.659083,181,3312.941224
270.541249,178,3313.496882
278.095122,332,3314.071095
275.907696,201,3315.066744
272.279747,185,3315.685675
245.666808,170,3316.247999
305.935511,259,3316.790085
283.179667,166,3317.573551
262.854193,170,3318.080287
278.390701,158,3318.603068
289.538616,184,3319.096966
245.249863,743,3319.753932
261.098591,174,3321.965542
266.029717,167,3322.496695
261.490848,165,3323.006001
282.95191,179,3323.520016
300.880759,201,3324.071762
254.893768,161,3324.681427
